seq,company_name,type,primary_email,alt_emails,phone,website,email_raw,flags,status
169,Starhill Gallery,Shopping Mall,,,6018 309 1955,ytlland.com,Not in source,NO_EMAIL,needs_review
170,Jason's Food Hall,Retail / Supermarket,,,012-639 9438,jasonsfoodhall.com.my,Not in source,NO_EMAIL,needs_review
171,3M Nexcare Malaysia,Sports Medicine / Health,,,60378842888,https://www.3m.com.my/3M/en_MY/company-my/help-center/,Not in source,NO_EMAIL,needs_review
172,7-Eleven Malaysia,F&B,enquiry@7eleven.com.my,,03-2119 1711,,enquiry@7eleven.com.my,,ready
173,99 SPEED MART RETAIL HOLDINGS,BERReHtaAilD / Lifestyle,customer_service@99speedmart.com.my,,010-5000099,,customer_service@99speedmart.com.my,,ready
174,A1 Globe Foundation,Government / Foundations / NGOs,sales@a1globe.com.my,,"017-8184246 (hp), 06-8515850 (office)",,sales@a1globe.com.my,,ready
175,Adik Print,Media / Printing,,,019-2624959,Facebook / Instagram pages,Not in source,NO_EMAIL,needs_review
176,Agoda,Travel,biz@agoda.com,,03-20531870,,biz@agoda.com,,ready
177,Albukhary Foundation,Government / Foundations / NGOs,albukhary@foundation.my,,,https://www.albukharyfoundation.org,albukhary@foundation.my,,ready
178,Alpro Foundation,Government / Foundations / NGOs,alprofoundation1@gmail.com,,019-3881923,,alprofoundation1@gmail.com,FREEMAIL,ready
179,Aspen,Property / Developer,support@aspenpublishing.com,,60355618288,,support@aspenpublishing.com,,ready
180,Banana Boat Malaysia,Sun Care / Skincare,hello.bananaboatmalaysia@gmail.com,,,https://www.bananaboat.com/pages/contact-us,hello.bananaboatmalaysia@gmail.com,FREEMAIL,ready
181,BlackSire Foundation,Government / Foundations / NGOs,inquiries@blacksire.com,,,https://www.blacksire.com/find-us,inquiries@blacksire.com,,ready
182,Brooks,Sports Equipment / Apparel,info@brooksrunning.com.my,,03-55231213 / 03-55188466,,info@brooksrunning.com.my,,ready
183,CelcomDigi,Corporate / Finance,sustainability@celcomdigi.com,,,https://www.celcomdigi.com/,sustainability@celcomdigi.com,,ready
184,CreadoR Foundation,Government / Foundations / NGOs,mizran@creador.com,,03 2182 6888,,mizran@creador.com,,ready
185,Dermalene Sun Protection,Sun Care / Skincare,dermalene.malaysia@gmail.com,,,https://www.dermalene.com/product/heliocare-sunblock-360-water-g,dermalene.malaysia@gmail.com,FREEMAIL,ready
186,Rico Food Industries,F&B,info@lawngreen-weasel-345064.hostingersite.com,,,https://share.google/jLgcEYIg9kFXKionX,info@lawngreen-weasel-345064.hostingersite.com,SUSPICIOUS_DOMAIN,needs_review
187,Edifier Malaysia,Tech / Audio,support@inter-asia.com.my,,03 7880 4001,,support@inter-asia.com.my,,ready
188,Elken Foundation,Government / Foundations / NGOs,customerservice@elken.com,,60377833060,,customerservice@elken.com,,ready
189,Etika Sdn Bhd,F&B,,,1300-30-1300,https://www.etikaholdings.com/ETIKA%20html/Malaysia/ContactUs.h,Not in source,NO_EMAIL,needs_review
190,Firefly,Travel / Hospitality,customer_care@fireflyz.com.my,,03 7845 4543,,customer_care@fireflyz.com.my,,ready
191,Havela Singh S/o Thakardas Dharma,saGloavernment / Foundations / NGOs,,,60326910703,Senarai Yayasan Dibubar,Not in source,NO_EMAIL,needs_review
192,Hekta Property,Property / Developer,eservices@sshsb.com.my,,60362055570,,eservices@sshsb.com.my,,ready
193,Hockey Zone Malaysia,Sports Equipment / Apparel,,,013-502 0809,https://sparxhockey.com/pages/faq,Not in source,NO_EMAIL,needs_review
194,IOI Foundation,Corporate / Finance,yayasan@ioigroup.com,,03-89476605,,yayasan@ioigroup.com,,ready
195,Island Hospital (Penang),Sports Medicine / Health,,,04-238 3388,https://packages.islandhospital.com/,Not in source,NO_EMAIL,needs_review
196,Kenanga,Corporate / Finance,groupmarcomm@kenanga.com.my,,03 2172 2888,,groupmarcomm@kenanga.com.my,,ready
197,Kossan Foundation (Yayasan Kossan,)Government / Foundations / NGOs,kossan@kossan.com.my,,om60.m33y923013,,kossan@kossan.com.my / info@yayasankossan.c,,ready
198,LYL Group,Property / Developer,,,603-79313199,lylgroup.com.my,Not in source,NO_EMAIL,needs_review
199,MAESTRO SWISS INDUSTRIES SDN.,BFH&DB,,,tel:+6043337711,https://www.maestroswiss.com/,Not in source,NO_EMAIL,needs_review
200,Magnum Rotary Trust Malaysia,Government / Foundations / NGOs,,,603-2078 6233,www.magnumcares.my,Not in source,NO_EMAIL,needs_review
201,Marriott Hotels Malaysia,Travel / Hospitality,,,1800-81-5651,https://www.marriott.com/default.mi,Not in source,NO_EMAIL,needs_review
202,Mediven – Medical Innovation Ventu,reSsports Medicine / Health,customerservice@mediven.com.co,,-3052126,,customerservice@mediven.com.co,,ready
203,Nando’s,F&B,peri-peri@nandos.com.my,,,https://nandos.com.my/,peri-peri@nandos.com.my,,ready
204,Nike Malaysia,Sports Equipment / Apparel,,,1-800-80-6453,https://www.nike.com/my/,Not in source,NO_EMAIL,needs_review
205,Origina Juice Brand,F&B,,,03-32929533,https://originaperlis.weebly.com/,Not in source,NO_EMAIL,needs_review
206,Penang Youth Development Corpora,tioGnovernment / Foundations / NGOs,info@pydc.com.my,,012 401 0186,,info@pydc.com.my,,ready
207,Perbadanan Bandaraya Pulau Pinang,(GMoBvPePrn)ment / Foundations / NGOs,,,,https://www.mbpp.gov.my/ms/hubungi-kami/lokasi-peta,aduanatmbppdotgovdotmy,INVALID_EMAIL_TEXT|CHECK_MANUALLY,needs_review
208,Petrajaya Properties,Property / Developer,marketing@segoholdings.com,,6012 322 8860,,marketing@segoholdings.com.,TRAILING_DOT_FIXED,ready
209,Petron Malaysia Berhad,Corporate / Finance,,,03-20828400 / 8600,https://www.petron.com.my/,Not in source,NO_EMAIL,needs_review
210,PHILIPS MALAYSIA,Corporate / Finance,,,603 7965 7488,https://www.philips.com.my/c-w/support-home/support-contact-page,Not in source,NO_EMAIL,needs_review
211,Polar Malaysia,Sports & Fitness,sales@ourpolar.com,,60 13-234 8482,,sales@ourpolar.com,,ready
212,Ranhill Utilities,Corporate / Finance,info@ranhill.com.my,,07 224 4040,,Info@ranhill.com.my,,ready
213,Safetyware Group,Corporate / Finance,,,04-502 3882,https://safetyware.com/,Not in source,NO_EMAIL,needs_review
214,SkinSoul,Sun Care / Skincare,,,03-2858 6589,skinsoulrc.com,Not in source,NO_EMAIL,needs_review
215,SOLS Foundation,Government / Foundations / NGOs,comms@sols.foundation,,018 2121 247,,comms@sols.foundation,,ready
216,Sunway TES,Government / Foundations / NGOs,info@stesglobal.com,,03-5613 6288,,info@stesglobal.com,,ready
217,The Light Hotel Penang,Travel / Hospitality,info@thelighthotelpg.com,,04 382 1111,,info@thelighthotelpg.com,,ready
218,Tiger Balm Malaysia,Sports Medicine / Health,enquiry@tigerbalm.com,,,https://www.tigerbalm.com/,enquiry@tigerbalm.com,,ready
219,Tobaki Motor Parts,Retail / Lifestyle,,,04-9772553 / 0378314479 / 017-3055436,https://www.tobakiracing.com/,Not in source,NO_EMAIL,needs_review
220,TOUCH N GO SDN.BHD,Corporate / Finance,careline@touchngo.com.my,,03-2714 8888 / 03-5022 3888,,careline@touchngo.com.my,,ready
221,Traveloka,Travel / Hospitality,,,60340657137,traveloka.com/en-my/contactus/call-center,Not in source,NO_EMAIL,needs_review
222,TUPPERWARE BRANDS MALAYSIA,Retail / Lifestyle,allie88tupperware@yahoo.com,,016-7278620,,allie88tupperware@yahoo.com,FREEMAIL,ready
223,VITAGEN,F&B,feedback@mmsb.com.my,,03-79554388,,feedback@mmsb.com.my,,ready
224,Yayasan Amir,Government / Foundations / NGOs,info@yayasanamir.org.my,,,Yayasan AMIR,info@yayasanamir.org.my,,ready
225,Yayasan Generasi Gemilang,Government / Foundations / NGOs,info@gengemilang.org,,03 7803 0957,,info@gengemilang.org,,ready
226,YTL CORPORATION BERHAD,Corporate / Finance,ytlfoundation@ytl.com.my,,03-20380888,,ytlfoundation@ytl.com.my,,ready
227,Arun Spices,Spices Provider,info@arunspices.com,,04-5077737,,info@arunspices.com,,ready
228,Amari Spice,Hotel,sales.penang@amari.com,,604 683 1188,,sales.penang@amari.com,,ready
229,Prestige Hotel Penang,Hotel,enquiry@theprestige.com.my,,04-217 5888,,enquiry@theprestige.com.my,,ready
230,Golden Sands Resort - Penang,Resort,gsh@shangri-la.com,,04-886 1911,,gsh@shangri-la.com,,ready
231,Olive Tree Hotel Penang,Hotel,salesandmarketing@olivetreehotel.com.my,,04-637 7777,,salesandmarketing@olivetreehotel.com.my,,ready
232,Glass Museum Penang,Museum,ibox171@yahoo.com,,017-584 1017,,ibox171@yahoo.com,FREEMAIL,ready
233,Penang Batik Factory,Manufacturing / Tourism,pgbatik@gmail.com,,04-885 1284,,pgbatik@gmail.com,FREEMAIL,ready
234,Stallions Suite,Hotel / Accommodation,stallionspg@gmail.com,,04-656 0118,,stallionspg@gmail.com,FREEMAIL,ready
235,Pelabuhan Tanjung Pelepas Sdn Bhd,Port Authority,ccm@ptp.com.my,,607-504 2222,,ccm@ptp.com.my,,ready
236,Wifi Boutique Hotel,Hotel,enquiry@wifihotelpenang.com,,04-251 9888,,enquiry@wifihotelpenang.com,,ready
237,Yeng Keng Hotel,Hotel,reservations@yengkenghotel.com.my,,04-262 2177,,reservations@yengkenghotel.com.my,,ready
238,Tune Hotel George Town Penang,Hotel,enquiry@tunehotels.com,,04-227 5807,,enquiry@tunehotels.com,,ready
239,ADYA HOTEL LANGKAWI,Hotel,general@adyahotel.com,,04-960 8000,,general@adyahotel.com,,ready
240,Banana Boutique Hotel,Hotel,info@bananaboutiquepenang.com,,04-261 0718,,info@bananaboutiquepenang.com,,ready
241,Bayview Beach Resort Penang,Resort,bayviewbeach@bayviewhotels.com,,04-886 1111,,bayviewbeach@bayviewhotels.com,,ready
242,Bayview Hotel Langkawi,Hotel,bayviewlangkawi@bayviewhotels.com,,04-966 1818,,bayviewlangkawi@bayviewhotels.com,,ready
243,Chulia Heritage Hotel,Hotel,chuliaheritagehotel@yahoo.com,,04-263 3380,,chuliaheritagehotel@yahoo.com,FREEMAIL,ready
244,Eastin Hotel Penang,Hotel,marcom@eastin.com,,04-612 1111,,marcom@eastin.com,,ready
245,SUNWAY LAGOON SDN BHD,Theme Park,ask_lagoon@sunway.com.my,,603 5639 0000,,ask_lagoon@sunway.com.my,,ready
246,Entopia by Penang Butterfly Farm,Tourist Attraction,sales@entopia.com,,(604) 8888 111,,sales@entopia.com,,ready
247,Raia Hotel & Convention Centre Alor,SeHtoatrel,info@raiahotels.com.my,,04- 740 3666,,info@raiahotels.com.my,,ready
248,SKYTREX Adventure Langkawi,Adventure Park,langkawi@skytrex-adventure.com,,019-280 5679,,langkawi@skytrex-adventure.com,,ready
249,Splash Out Langkawi,Water Park,enquiry@splashoutlangkawi.com,,04-961 1704,,enquiry@splashoutlangkawi.com,,ready
250,Lost World of Tambun Theme Park,Theme Park,lostworldoftambun@sunway.com.my,,605 542 8888,,lostworldoftambun@sunway.com.my,,ready
251,Bukit Merah Laketown Waterpark,Water Park,sales.kl@bukitmerahresort.com.my,,05 890 8888,,sales.kl@bukitmerahresort.com.my,,ready
252,The TOP Penang,Tourist Attraction,sales@thetop.com.my,,04-375 9800,,SALES@THETOP.COM.MY,,ready
253,A'Famosa Resort,Resort,booking@afamosa.com,,06-552 0888,,booking@afamosa.com,,ready
254,AirAsia Group Berhad,Airline,dpo_my@airasia.com,foundation@airasia.com,04-886 1111,,dpo_my@airasia.com / foundation@airasia.com,MULTIPLE_EMAILS,ready
255,Zoo Negara,Zoo,marketing@zoonegaramalaysia.my,,603-4108 3422,,marketing@zoonegaramalaysia.my,,ready
256,Berjaya Times Square Theme Park S,dnT Bhehmde Park,tpcoordinator@timessquarekl.com,,03-2117 3118,,tpcoordinator@timessquarekl.com,,ready
257,Escape Theme Park,Theme Park,info@escape.my,,6017-797 7529,,info@escape.my,,ready
258,Genting Group,Conglomerate,gbinfo@genting.com,,603 2718 1118,,gbinfo@genting.com,,ready
259,Hotel Seri Malaysia,Hotel,info@hsmpenang.serimalaysia.com.my,,606-765 2828,,info@hsmpenang.serimalaysia.com.my,,ready
260,Laguna Bidara Beach Resort,Resort,reservation@lagunabidarabeaachresort.com.my,,06-385 3106,,reservation@lagunabidarabeaachresort.com.my,,ready
261,Langkawi Adventure & X-Treme Park,Adventure Park,ecofunpark@gmail.com,,017-775 6460,,ecofunpark@gmail.com,FREEMAIL,ready
262,Legoland,Theme Park,info@legoland.my,,07-597 8888,,info@LEGOLAND.my,,ready
263,Lexis Hibiscus Port Dickson,Resort,reservations@lexis.my,,06-660 2626,,reservations@lexis.my,,ready
264,Malaysia Tourism Promotion Board,Government Body,enquiries@tourism.gov.my,,603-8891 8000,,enquiries@tourism.gov.my,,ready
265,Avillion Port Dickson,Resort,res@avillionportdickson.com,,606 649 0388,,res@avillionportdickson.com,,ready
266,Grand Lexis Port Dickson,Resort,reservations@grandlexispd.com,,606 653 2000,,reservations@grandlexispd.com,,ready
267,Thistle Port Dickson Resort,Resort,info@thistle.com.my,,60 6-648 2828,,info@thistle.com.my,,ready
268,Avillion Admiral Cove,Resort,res@avillionadmiralcove.com,,606 647 0888,,res@avillionadmiralcove.com,,ready
269,Corus Paradise Resort,Resort,salesmktg@corusparadisepd.com,,606-647 7600,,salesmktg@corusparadisepd.com,,ready
270,Attana Hotels & Resorts,Hotel Management,info@attanahotels.com,,606-662 6800,,info@attanahotels.com,,ready
271,Glory Beach Resort,Resort,office@thenest.art,,606-651 6888,,office@thenest.art,,ready
272,De Valda's Chalet,Accommodation,devaldaschalet@gmail.com,,6017-666 4796,,devaldaschalet@gmail.com,FREEMAIL,ready
273,Bayu Beach Resort Port Dickson,Resort,exec@bayubeach.com.my,,606-6473 703,,exec@bayubeach.com.my,,ready
274,D'Wharf Hotel & Serviced Residence,Hotel,resvn@dwharfhotel.com,,606-646 1888,,resvn@dwharfhotel.com,,ready
275,Capital O Bustani Hotel,Hotel,reservation@bustanihotel.com,,04- 917 7777,,reservation@bustanihotel.com,,ready
276,Wet World Shah Alam,Water Park,sales.wwsa@owg.com.my,,6017-2890500,,sales.wwsa@owg.com.my,,ready
277,The Banjaran Hotsprings Retreat,Resort,legal@guestreservations.com,,8662663306,,legal@guestreservations.com,,ready
278,AEON CO. (M) BHD.,Retail,feedback@aeonretail.com.my,,1-300-80-2366,,feedback@aeonretail.com.my,DUPLICATE_EMAIL,ready
279,Emart Holdings Sdn Bhd,Retail / Supermarket,customerservice@emart.my,,082-687 985,,customerservice@emart.my,,ready
280,Jaya Grocer,Retail / Supermarket,customer@jayagrocer.com,,1-300-88-5427,,customer@jayagrocer.com,,ready
281,Sam's Groceria Straits Quay,Retail / Supermarket,customercare@samsgroceriasq.my,,04-890-4958,,customercare@samsgroceriasq.my,,ready
282,SOGO (K.L.) Department Store Sdn. B,hRde.tail / Department Store,enquiry@sogo.com.my,,603 2618 1888,,enquiry@sogo.com.my,,ready
283,Village Grocer,Retail / Supermarket,customerservice@villagegrocer.com.my,,03-6143 1366,,customerservice@villagegrocer.com.my,,ready
284,Lotuss Stores (Malaysia) Sdn Bhd,Retail / Supermarket,lotusshelpline@lotuss.com.my,,1300 13 1313 / 1-300-13-1313,,lotusshelpline@lotuss.com.my,,ready
285,1st Avenue,Shopping Mall,info@1st-avenuepenang.com.my,,604-261 1121,,info@1st-avenuepenang.com.my,,ready
286,Prangin Mall,Shopping Mall,info@prangin-mall.com,,60(4) 262 2233,,info@prangin-mall.com,,ready
287,Straits Quay Retail Marina Managem,enSthopping Mall,info@straitsquay.com,,604 899 5228,,info@straitsquay.com,,ready
288,New World Park,Shopping / Dining,newworldpark@ppb.com.my,,604-2261199,,newworldpark@ppb.com.my,,ready
289,Gurney Paragon Mall,Shopping Mall,theinly@hunzagroup.com,,604 6090 688,,theinly@hunzagroup.com,,ready
290,Gurney Plaza,Shopping Mall,gurneyplaza@capitaland.com,,04 -2228111,,gurneyplaza@capitaland.com,,ready
291,Berjaya Times Square Management,CoMrpaollr Mataionnagement,general@timessquarekl.com,,1-300-88-8988,,general@timessquarekl.com,,ready
292,IOI City Mall Sdn Bhd,Shopping Mall,ioicitymall@ioigroup.com,,(+603) 8328 8900,,ioicitymall@ioigroup.com,,ready
293,Pavilion Kuala Lumpur,Shopping Mall,customerservice@pavilion-kl.com,,603-2118 8833,,customerservice@pavilion-kl.com,,ready
294,Suria KLCC Sdn Bhd,Shopping Mall,info@suriaklcc.com.my,,603-23822828,,info@suriaklcc.com.my,,ready
295,GCH Retail (M) Sdn Bhd.,Retail,customersupport@giant.com.my,,603-7723 9393,,customersupport@giant.com.my,DUPLICATE_EMAIL,ready
296,Aman Central,Shopping Mall,cs@amancentral.com.my,,04-735 2626,,cs@amancentral.com.my,,ready
297,Setia City Mall,Shopping Mall,concierge@setiacitymall.com,,03-3375 8688,,concierge@setiacitymall.com,,ready
298,SACC Mall,Shopping Mall,infosacc@prec.my,,03-5510 5400,,infosacc@prec.my,,ready
299,Star Avenue Lifestyle Mall,Shopping Mall,staravenue@mahsing.com.my,,603 7734 1165,,staravenue@mahsing.com.my,,ready
300,THE STORE CORPORATION SDN BH,DRetail / Supermarket,customerservice@tstore.com.my,,603 – 7960 3233,,customerservice@tstore.com.my,,ready
301,MR. DOLLAR SDN. BHD.,Retail,enquiry@mrdiy2u.com,,603-8961 1338,,enquiry@mrdiy2u.com,DUPLICATE_EMAIL,ready
302,HeroMarket,Retail / Supermarket,feedback@myhero.com.my,,60122431344,,feedback@myhero.com.my,,ready
303,Billion Shopping Centre,Retail / Supermarket,customerservice@billiongroup.com.my,,603-8724 1224,,customerservice@billiongroup.com.my,,ready
304,LuLu Hypermarket Kuala Lumpur,Retail / Supermarket,customercaremy@luluhypermarket.com,,017-644 4200,,customercaremy@luluhypermarket.com,,ready
305,Mercato Pavilion,Retail / Supermarket,customersupport@giant.com.my,,03-7723-9393,,customersupport@giant.com.my,DUPLICATE_EMAIL,ready
306,GISB Holdings,Conglomerate,enquiry@gisbh.com,,03 6094 1548,,enquiry@gisbh.com,,ready
307,NSK Trading Sdn. Bhd.,Retail / Supermarket,nsktradecity@nskgroup.com.my,,603-6120 7487,,nsktradecity@nskgroup.com.my,,ready
308,The Gardens Mall,Shopping Mall,concierge@midvalleygardens.com.my,,03 – 2297 0288,,concierge@midvalleygardens.com.my,,ready
309,YAT FONG HERBS 'N' HERBS,Retail / Healthcare,yatfong@live.com,,05-458 3163,,yatfong@live.com,FREEMAIL,ready
310,1 Utama Shopping Centre,Shopping Mall,custserv@1utama.com.my,,603-7710 8118,,custserv@1utama.com.my,,ready
311,Sunway Putra Mall,Shopping Mall,spmmarketing@sunway.com.my,,603-7494 3000,,spmmarketing@sunway.com.my,,ready
312,Bangsar Shopping Center,Shopping Mall,bsc@brdb.com.my,,603-2094 7700,,bsc@brdb.com.my,,ready
313,Ipoh Parade,Shopping Mall,promotions@ipoh.parade.com,,605 2410 885,,promotions@ipoh.parade.com,,ready
314,1 Mont Kiara,Shopping Mall,concierge@1mk.com.my,,603 6203 0615,,concierge@1mk.com.my,,ready
315,Ben's Independent Grocer,Retail / Supermarket,contactus@big.com.my,,03-6205 2036,,contactus@big.com.my,,ready
316,Qra,Retail / Supermarket,info@qrafoods.com,,019-321 8550,,info@qrafoods.com,,ready
317,Servay Malaysia,Retail / Supermarket,admin@servayonline.com,,011-6974 3932,,admin@servayonline.com,,ready
318,Happy Fresh Malaysia,Online Grocery,customersupport@giant.com.my,,03-9212 0192,,customersupport@giant.com.my,DUPLICATE_EMAIL,ready
319,Bamboo Catering,F&B / Catering,enquire@bamboobuffet.com,,04-6469999,,enquire@bamboobuffet.com,,ready
320,BBQ plaza,F&B / Restaurant,andrew.wyk@gmail.com,,016-8679313,,andrew.wyk@gmail.com,FREEMAIL,ready
321,AB Design & Printing,Media / Printing,abdesignprinting@gmail.com,,04-729 1318,,abdesignprinting@gmail.com,FREEMAIL,ready
322,Ace Canning Corporation Sdn Bhd,Manufacturing,ace@acecanning.com,,03-3362 2828,,ace@acecanning.com,,ready
323,Adabi Consumer Industries Sdn Bhd,F&B,info@hwgroup.my,,603-6092 3677,,info@hwgroup.my,,ready
324,Torto Food Industries m sdn bhd,F&B,info@tortofood.com,,604 - 501 7501,,info@tortofood.com,,ready
325,Aeo Freight Sdn Bhd,Logistics,group.cs-pen@aeofreight.com,,604-6384008,,group.cs-pen@aeofreight.com,,ready
326,Aerosystem Tour & Travel Sdn Bhd,Travel,expressmayangsari@yahoo.com,,069850284,,expressmayangsari@yahoo.com,FREEMAIL,ready
327,Ayam Brand Malaysia,F&B,contest@ayambrand.com.my,,,,contest@ayambrand.com.my,,ready
328,Behn Meyer Foundation,Government / Foundations / NGOs,,,,behnmeyer.com.my,Not in source,NO_EMAIL,needs_review
329,Beryl's Chocolate & Confectionery Sd,nF B&hBd,beryls@berylschocolate.com,,03-7980 2211,,beryls@berylschocolate.com,,ready
330,BJC Foods (Malaysia) Sdn Bhd,F&B,info@bjcfoods.com,,03-5542 0140,,info@bjcfoods.com,,ready
331,Boh Plantations Sdn Bhd,F&B,info@boh.com.my,,05-493 1153,,info@boh.com.my,,ready
332,Canon Marketing (M) Sdn Bhd,Retail / Tech,lilian_chin@cmm.canon.com.my,,03-7844 7534,,lilian_chin@cmm.canon.com.my,,ready
333,Capital Food Distributor Sdn Bhd,F&B,info@capitalfood.com.my,,03-87337117,,info@capitalfood.com.my,,ready
334,Caring Pharmacy Sun Protection,Sun Care / Skincare,customercare@caringpharmacy.com.my,,,,customercare@caringpharmacy.com.my,,ready
335,Coleman Malaysia,Sports Equipment / Apparel,enquiry@coleman.com.my,,,,enquiry@coleman.com.my,,ready
336,Columbia Sportswear Malaysia,Sports Equipment / Apparel,,,,https://www.columbiamalaysias.com/,Not in source,NO_EMAIL,needs_review
337,Delfi Marketing Sdn Bhd,F&B,chiyan.lim@delfimarketing.com,,03-5123 3300,,chiyan.lim@delfimarketing.com,,ready
338,Eau Claire Mineral Water Sdn Bhd,F&B,enquiries@eauclairewater.com,,03-2282 4155,,enquiries@eauclairewater.com,,ready
339,Edible Specialities Sdn Bhd,F&B,info@ediblespecialities.com.my,,03-55411130,,info@ediblespecialities.com.my,,ready
340,Excim,Corporate / Finance,,,,https://exsim.com.my/,Not in source,NO_EMAIL,needs_review
341,FABER CASTELL,Retail / Lifestyle,info@faber-castell.com.my,,603-8024 6363,,info@faber-castell.com.my,,ready
342,FFM Marketing Sdn Bhd,F&B,marketing@ffmb.com.my,,04-390 3903,,marketing@ffmb.com.my,,ready
343,Fine Food Network Sdn Bhd,F&B,andyyap.ffn@gmail.com,,rk0.c3o-7m831 3871,,andyyap.ffn@gmail.com / gessie@finefoodsnetwo,FREEMAIL,ready
344,First Grade Resources Sdn Bhd,Corporate / Finance,info@firstgraderesources.com,,6045060764,,info@firstgraderesources.com,,ready
345,Fitbar Malaysia Official,F&B,fitbar.malaysia2023@gmail.com,,,,fitbar.malaysia2023@gmail.com,FREEMAIL,ready
346,Franevyns Beaute International Sdn,BhSdun Care / Skincare,info@laderm.net,,604-530 5008 / 604-537 2001,,info@laderm.net,,ready
347,Gamuda Berhad,Property / Developer,admin@yayasangamuda.my,,603 74913200,,admin@yayasangamuda.my,,ready
348,Gary Chua Foundation,Government / Foundations / NGOs,,,012-707 9488,,Not in source,NO_EMAIL,needs_review
349,GBA Corporation Sdn Bhd,F&B,enquiry@gbaglobal.com,,03-8022 8888,,enquiry@gbaglobal.com,,ready
350,Grab Malaysia,Travel / Hospitality,,,,http://help.grab.com,Not in source,NO_EMAIL,needs_review
351,H&W Food Industry Sdn Bhd,F&B,info@hwfood.com.my,,604-5381581,,info@hwfood.com.my,,ready
352,Hard Rock Cafe Penang,F&B / Hospitality,alanna.rebecca@hardrockhotels.net,,,,alanna.rebecca@hardrockhotels.net,,ready
353,Hua Huat Manufacturing Sdn Bhd,F&B,info@bika.com.my,,07-3571688,,info@bika.com.my,,ready
354,Inside scoop,F&B,aiskirim@insidescoop.com.my,,04-6374735,,aiskirim@insidescoop.com.my,,ready
355,Inter Chain Supply Sdn Bhd,Logistics,interchainsupply@gmail.com,,012-7713383,,interchainsupply@gmail.com,FREEMAIL,ready
356,Kara Marketing (M) Sdn Bhd,F&B,online@kara.com.my,,03-8061 1199,,online@kara.com.my,,ready
357,Keko Manufacturing (M) Sdn Bhd,F&B,sales@glinter.com.my,,04-5515582,,sales@glinter.com.my,,ready
358,Kenzene Trading (M) Sdn Bhd,F&B,info@kenzene.com,,03-89488227,,info@kenzene.com,,ready
359,Les' Copaque Production Sdn Bhd,Media / Entertainment,webmaster@lescopaque.com,,603-5511 8089,,webmaster@lescopaque.com,,ready
360,Lipton Teas And Infusions Malaysia,SdFn& BBhd,customerservice.malaysia@lipton.com,,03-2201 0015,,customerservice.malaysia@lipton.com,,ready
361,Luminance Marketing Sdn Bhd,Sun Care / Skincare,sales@miladopizmalaysia.com,,04-8249033,,sales@miladopizmalaysia.com,,ready
362,LUNACARE Sdn Bhd,Sun Care / Skincare,sales.lunacare@gmail.com,,016 921 4938,,sales.lunacare@gmail.com,FREEMAIL,ready
363,Malaysia New Zealand Foundation,Government / Foundations / NGOs,enquiry@emgs.com.my,,,,enquiry@emgs.com.my,,ready
364,MIIZU Distributor Sdn Bhd,F&B,sales@miizu.my,,011-33112845,,sales@miizu.my,,ready
365,Mondelez Malaysia Sales Sdn Bhd,F&B,azizi.rosli@mdlz.com,,1800881939,,azizi.rosli@mdlz.com,,ready
366,MPH BOOKSTORES SDN BHD,Retail / Lifestyle,kylieyow@mph.com.my,,603-7955 1090,,kylieyow@mph.com.my,,ready
367,Mydin Mohamed Holdings Berhad,Retail / Supermarket,webmaster@mydin.com,,03-8073 6000,,webmaster@mydin.com,,ready
368,New Star Food Industries Sdn Bhd,F&B,hello@mysnekku.com,,07-4559195 / 017-6165535,,hello@mysnekku.com,,ready
369,Nutrifres Food & Beverages Industrie,s FS&dBn Bhd,info@nutrifres.com.my,,03-7845 4968,,info@nutrifres.com.my,,ready
370,PE Skin Professional,Sun Care / Skincare,peskinpro.info@gmail.com,,012-5164394,,peskinpro.info@gmail.com,FREEMAIL,ready
371,Pizza Hut Restaurants Sdn Bhd,F&B,customer.service@pizzahut.com.my,,603-2026 3388,,customer.service@pizzahut.com.my,,ready
372,POWER ROOT MARKETING SDN BHD,F&B,sales@powerroot.com.my,,603 6272 0303,,sales@powerroot.com.my,,ready
373,Printcloud,Media / Printing,,,,Contact Us,Not in source,NO_EMAIL,needs_review
374,Protigam Food Industries Sdn Bhd,F&B,protigam.food@gmail.com,,04-331858593,,protigam.food@gmail.com,FREEMAIL,ready
375,PS Sales & Distribution Sdn Bhd,F&B,team.psfood@gmail.com,,03-3292 9533,,team.psfood@gmail.com,FREEMAIL,ready
376,Rinda Food Industries Sdn Bhd,F&B,talk2us@rinda.com.my,,04-5081111,,talk2us@rinda.com.my,,ready
377,Sani Express Sdn Bhd,Travel,saniutd1@gmail.com,,6097648964,,saniutd1@gmail.com,FREEMAIL,ready
378,Serba Wangi Sdn Bhd,F&B,info@malaysiarice.com,,04-735 5620,,info@malaysiarice.com,,ready
379,Social Hero Foundation,Government / Foundations / NGOs,socialherofoundation@gmail.com,,,,socialherofoundation@gmail.com,FREEMAIL,ready
380,Sri Ternak Group Of Companies,Retail / Supermarket,inquiry@sriternak.com,,6045060764,,inquiry@sriternak.com,,ready
381,Syarikat Muda Osman Sdn. Bhd,Retail / Lifestyle,online@smobookstores.com,,09-7733555,,online@smobookstores.com,,ready
382,TC Boy Marketing Sdn Bhd,F&B,consumercare@tcboy.com.my,,03-55130933,,consumercare@tcboy.com.my,,ready
